0.000000	-32.053652
1.000000	-35.037031
2.000000	-67.677279
3.000000	-67.648725
4.000000	-76.371956
5.000000	-74.730443
6.000000	-70.273312
7.000000	-73.173640
8.000000	-73.690240
9.000000	-77.638771
10.000000	-78.800369
11.000000	-72.428991
12.000000	-76.626321
13.000000	-86.386402
14.000000	-86.860329
15.000000	-87.301760
16.000000	-77.234687
17.000000	-75.321737
18.000000	-91.896369
19.000000	-85.858520
20.000000	-85.419230
21.000000	-82.110967
22.000000	-87.544370
23.000000	-83.075546
24.000000	-78.342095
25.000000	-80.459166
26.000000	-85.564173
27.000000	-85.442107
28.000000	-75.965585
29.000000	-77.401144
30.000000	-87.237686
31.000000	-78.972728
32.000000	-79.219825
33.000000	-66.091673
34.000000	-70.031971
35.000000	-73.761122
36.000000	-85.500416
37.000000	-79.739130
38.000000	-77.984195
39.000000	-77.805846
40.000000	-72.133606
41.000000	-86.582588
42.000000	-72.945258
43.000000	-77.816163
44.000000	-75.851931
45.000000	-73.888104
46.000000	-75.161316
47.000000	-71.752832
48.000000	-69.421885
49.000000	-68.573316
50.000000	-69.445965
51.000000	-65.296546
52.000000	-64.524824
53.000000	-61.457476
54.000000	-61.146155
55.000000	-56.670410
56.000000	-57.211649
57.000000	-53.139165
58.000000	-50.405812
59.000000	-47.012416
60.000000	-43.498428
61.000000	-39.184414
62.000000	-33.914140
63.000000	-27.420679
64.000000	-18.538158
65.000000	-3.646564
66.000000	14.396871
67.000000	16.333812
68.000000	5.452179
69.000000	-14.544986
70.000000	-24.794103
71.000000	-31.937122
72.000000	-37.594279
73.000000	-42.049458
74.000000	-45.983159
75.000000	-49.376388
76.000000	-52.129910
77.000000	-55.219208
78.000000	-57.383979
79.000000	-59.220280
80.000000	-61.331692
81.000000	-64.836774
82.000000	-63.661757
83.000000	-67.366607
84.000000	-68.714478
85.000000	-68.825641
86.000000	-71.194656
87.000000	-70.910570
88.000000	-74.942262
89.000000	-70.918064
90.000000	-80.672916
91.000000	-74.374424
92.000000	-80.533025
93.000000	-70.640872
94.000000	-77.548176
95.000000	-68.437520
96.000000	-81.188043
97.000000	-80.996603
98.000000	-74.012548
99.000000	-76.586889
