0.000000	-36.051940
1.000000	-40.135414
2.000000	10.928311
3.000000	16.949987
4.000000	10.930638
5.000000	-59.293920
6.000000	-68.680064
7.000000	-51.033186
8.000000	-44.818328
9.000000	-43.017660
10.000000	-49.676939
11.000000	-64.120653
12.000000	-57.667106
13.000000	-51.170474
14.000000	-52.811880
15.000000	-53.229293
16.000000	-57.554467
17.000000	-54.260141
18.000000	-45.110258
19.000000	-38.637645
20.000000	-43.796103
21.000000	-62.085964
22.000000	-63.584656
23.000000	-53.318644
24.000000	-60.330105
