0.000000	12.327183
1.000000	9.317521
2.000000	-68.233178
3.000000	-62.592403
4.000000	-57.666610
5.000000	-60.334216
6.000000	-71.442839
7.000000	-71.691323
8.000000	-68.304200
9.000000	-69.279951
10.000000	-72.908583
11.000000	-80.044515
12.000000	-75.179985
13.000000	-79.064859
14.000000	-80.769342
15.000000	-76.790266
16.000000	-78.147077
17.000000	-79.789050
18.000000	-80.977791
19.000000	-80.437480
20.000000	-86.015388
21.000000	-83.383815
22.000000	-80.807730
23.000000	-78.320106
24.000000	-88.094123
25.000000	-93.144380
26.000000	-86.436297
27.000000	-86.244103
28.000000	-88.049102
29.000000	-84.378694
30.000000	-81.847478
31.000000	-80.317537
32.000000	-86.029131
33.000000	-68.952887
34.000000	-69.703174
35.000000	-83.570312
36.000000	-77.968398
37.000000	-80.555089
38.000000	-81.911158
39.000000	-77.427858
40.000000	-77.357323
41.000000	-81.575480
42.000000	-86.917091
43.000000	-88.270085
44.000000	-83.906664
45.000000	-81.183825
46.000000	-78.985319
47.000000	-77.631892
48.000000	-73.948527
49.000000	-78.150263
50.000000	-79.575323
51.000000	-79.811824
52.000000	-97.585374
53.000000	-81.043896
54.000000	-87.103807
55.000000	-83.546265
56.000000	-87.235330
57.000000	-80.628875
58.000000	-78.957221
59.000000	-83.794371
60.000000	-92.941978
61.000000	-85.353972
62.000000	-82.595391
63.000000	-75.116528
64.000000	-82.630404
65.000000	-80.608146
66.000000	-86.908704
67.000000	-81.753818
68.000000	-90.164956
69.000000	-79.491965
70.000000	-78.462780
71.000000	-73.135564
72.000000	-77.588849
73.000000	-82.062091
74.000000	-88.192408
75.000000	-95.737012
76.000000	-94.490235
77.000000	-80.285081
78.000000	-79.554220
79.000000	-80.695708
80.000000	-77.891087
81.000000	-80.807010
82.000000	-80.821379
83.000000	-90.476002
84.000000	-83.259776
85.000000	-86.261395
86.000000	-78.600856
87.000000	-77.912057
88.000000	-77.437453
89.000000	-83.140221
90.000000	-87.303315
91.000000	-89.022601
92.000000	-90.050826
93.000000	-81.373156
94.000000	-84.314711
95.000000	-94.546046
96.000000	-89.378197
97.000000	-90.215890
98.000000	-94.372422
99.000000	-67.664486
