0.000000	-34.180313
1.000000	-36.916438
2.000000	-57.111829
3.000000	-58.995149
4.000000	-69.061733
5.000000	-62.077910
6.000000	-65.401003
7.000000	-56.928437
8.000000	-57.753854
9.000000	-71.420132
10.000000	-62.463689
11.000000	-65.508140
12.000000	-74.575855
13.000000	-71.404494
14.000000	-67.481817
15.000000	-59.175039
16.000000	-60.644801
17.000000	-66.172221
18.000000	-56.544127
19.000000	-53.521578
20.000000	-63.465815
21.000000	-62.565706
22.000000	-71.080442
23.000000	-58.487207
24.000000	-54.155757
25.000000	-69.751380
26.000000	-56.831933
27.000000	-71.472682
28.000000	-59.679272
29.000000	-59.418040
30.000000	-59.373833
31.000000	-57.241874
32.000000	-75.593889
33.000000	-59.340517
34.000000	-58.493092
35.000000	-60.806411
36.000000	-61.463720
37.000000	-67.422504
38.000000	-79.153074
39.000000	-69.878645
40.000000	-59.221506
41.000000	-55.172612
42.000000	-61.128108
43.000000	-70.989457
44.000000	-55.275272
45.000000	-48.927731
46.000000	-54.481661
47.000000	-73.604514
48.000000	-75.596731
49.000000	-57.261742
50.000000	-50.302156
51.000000	-56.794271
52.000000	-70.616185
53.000000	-70.801693
54.000000	-65.655939
55.000000	-58.497562
56.000000	-59.027407
57.000000	-65.471558
58.000000	-66.914350
59.000000	-65.051285
60.000000	-61.047239
61.000000	-56.227788
62.000000	-55.834469
63.000000	-67.049538
64.000000	-72.132092
65.000000	-70.983302
66.000000	-59.548535
67.000000	-57.065596
68.000000	-68.576349
69.000000	-69.982211
70.000000	-52.254269
71.000000	-44.218500
72.000000	-47.934673
73.000000	-70.564800
74.000000	-66.993991
75.000000	-54.534797
76.000000	-44.602245
77.000000	-45.907244
78.000000	-62.306160
79.000000	-68.930212
80.000000	-67.439571
81.000000	-61.395585
82.000000	-69.607791
83.000000	-62.787987
84.000000	-62.266979
85.000000	-55.700027
86.000000	-61.612648
87.000000	-53.741823
88.000000	-52.002267
89.000000	-49.071368
90.000000	-45.992824
91.000000	-41.897099
92.000000	-37.611385
93.000000	-31.662944
94.000000	-24.805171
95.000000	-14.853190
96.000000	3.164244
97.000000	15.886915
98.000000	15.114936
99.000000	-0.073568
