119.4	N	0.0	N	0.2	N	2020-12-14 16:37:38
120.8	N	-0.1	N	0.2	N	2020-12-14 16:37:39
121.0	N	-0.1	N	0.1	N	2020-12-14 16:37:40
121.6	N	-0.1	N	0.1	N	2020-12-14 16:37:41
121.7	N	-0.2	N	0.1	N	2020-12-14 16:37:42
122.0	N	-0.1	N	0.1	N	2020-12-14 16:37:42
122.9	N	-0.2	N	0.2	N	2020-12-14 16:37:43
122.3	N	-0.1	N	0.1	N	2020-12-14 16:37:44
122.9	N	-0.2	N	0.1	N	2020-12-14 16:37:45
123.1	N	-0.2	N	0.2	N	2020-12-14 16:37:45
124.1	N	-0.2	N	0.2	N	2020-12-14 16:37:46
122.3	N	-0.3	N	0.2	N	2020-12-14 16:37:47
122.3	N	-0.1	N	0.2	N	2020-12-14 16:37:48
123.5	N	-0.1	N	0.1	N	2020-12-14 16:37:49
124.0	N	-0.1	N	0.2	N	2020-12-14 16:37:49
125.4	N	-0.1	N	0.1	N	2020-12-14 16:37:50
126.5	N	-0.2	N	0.2	N	2020-12-14 16:37:51
125.8	N	-0.2	N	0.2	N	2020-12-14 16:37:52
122.2	N	-0.1	N	0.2	N	2020-12-14 16:37:53
122.4	N	-0.1	N	0.1	N	2020-12-14 16:37:53
122.2	N	-0.1	N	0.2	N	2020-12-14 16:37:54
122.1	N	-0.2	N	0.2	N	2020-12-14 16:37:55
121.6	N	-0.1	N	0.2	N	2020-12-14 16:37:56
122.5	N	-0.1	N	0.1	N	2020-12-14 16:37:56
123.0	N	-0.2	N	0.2	N	2020-12-14 16:37:57
123.4	N	-0.1	N	0.3	N	2020-12-14 16:37:58
123.2	N	-0.1	N	0.1	N	2020-12-14 16:37:59
121.6	N	-0.2	N	0.2	N	2020-12-14 16:38:00
121.4	N	-0.1	N	0.1	N	2020-12-14 16:38:00
121.3	N	0.0	N	0.1	N	2020-12-14 16:38:01
120.5	N	-0.1	N	0.2	N	2020-12-14 16:38:02
